Object,X1,Y1,X2,Y2,Confidence
person,1588,520,1666,641,0.5990591645240784
person,0,603,449,1070,0.5950286388397217
person,370,566,492,771,0.5225164890289307
person,1227,487,1368,700,0.4841945171356201
person,797,538,918,719,0.45290350914001465
person,1331,512,1449,680,0.4043923318386078
person,1660,572,1919,1073,0.31034034490585327
person,877,437,1589,1071,0.9040161371231079
person,425,600,851,1073,0.8549211621284485
person,607,416,933,1069,0.8346362113952637
person,1636,327,1919,1072,0.795924961566925
person,1409,461,1641,1066,0.780701220035553
person,1600,492,1837,1072,0.7780570387840271
person,866,484,1049,820,0.7325785756111145
person,184,520,366,698,0.7234984636306763
person,1222,486,1364,698,0.5979018807411194
person,1588,520,1666,640,0.589146077632904
person,367,565,493,774,0.5614402294158936
person,1327,512,1451,681,0.5494514107704163
person,798,540,916,704,0.5110718011856079
remote,1637,843,1720,889,0.48251742124557495
person,0,632,440,1073,0.3879600763320923
person,874,435,1587,1071,0.9043537378311157
person,433,598,852,1073,0.8543547987937927
person,1410,461,1641,1065,0.7892300486564636
person,1599,492,1840,1072,0.7832290530204773
person,607,416,935,1065,0.7785844802856445
person,1693,324,1919,1073,0.7623348236083984
person,875,483,1049,810,0.7334755659103394
person,188,520,371,696,0.6208028793334961
person,1220,485,1369,698,0.5959959030151367
person,1323,512,1453,682,0.5925114154815674
person,1589,521,1665,640,0.5897980332374573
person,799,540,917,701,0.5762627720832825
person,368,563,495,776,0.5680132508277893
person,1,687,436,1074,0.47420790791511536
person,1628,352,1902,1076,0.43871426582336426
person,865,434,1586,1071,0.906091034412384
person,433,597,856,1073,0.8542842268943787
person,1410,460,1642,1065,0.8059943914413452
person,1600,493,1839,1072,0.79129958152771
person,1694,320,1919,1073,0.7718866467475891
person,876,478,1049,802,0.7349241971969604
person,610,412,941,1057,0.6768543124198914
person,192,521,371,693,0.6495392322540283
person,1589,521,1665,640,0.6204200983047485
person,1322,512,1448,680,0.5942142009735107
person,369,563,497,772,0.5937373042106628
person,1223,485,1374,698,0.5778740644454956
person,1,682,431,1075,0.5699283480644226
person,797,539,919,698,0.49560627341270447
cell phone,1627,847,1695,882,0.31315794587135315
person,861,434,1581,1071,0.9093140959739685
person,437,596,857,1073,0.847819983959198
person,1411,459,1640,1066,0.8066862225532532
person,1645,325,1919,1073,0.8047078847885132
person,1601,490,1834,1071,0.7759630084037781
person,880,473,1049,792,0.7494866251945496
person,0,676,449,1072,0.6886841058731079
person,1315,512,1448,686,0.6610589623451233
person,607,408,945,1051,0.6396262645721436
person,194,521,374,692,0.6368937492370605
person,1588,521,1665,641,0.6125805974006653
person,1224,486,1361,694,0.5881685614585876
person,370,562,500,771,0.5433905124664307
cell phone,1624,849,1694,888,0.43581897020339966
person,798,539,921,693,0.42067137360572815
person,1224,485,1418,696,0.40722551941871643
person,852,430,1579,1071,0.9175000190734863
person,438,596,856,1074,0.8451734781265259
person,894,470,1052,779,0.8068682551383972
person,1409,458,1642,1065,0.8057987689971924
person,1632,326,1919,1074,0.7977456450462341
person,1603,488,1820,1080,0.7751516103744507
person,602,406,952,1027,0.7647650837898254
person,1,675,447,1073,0.7516327500343323
person,200,520,379,690,0.6882479786872864
person,1308,509,1437,686,0.6414583325386047
person,1590,521,1666,641,0.6160181164741516
person,1227,489,1427,691,0.5766527056694031
person,0,613,158,1067,0.4287080764770508
person,376,560,512,759,0.3715682029724121
person,802,542,926,690,0.3610827624797821
car,318,1585,644,1939,0.876661479473114
car,2636,1285,2921,1448,0.8677042722702026
car,2365,1657,2743,1891,0.8635472655296326
car,1765,1186,2023,1373,0.8469556570053101
car,1078,1152,1272,1318,0.8194292783737183
car,2194,1231,2460,1417,0.8081735372543335
car,772,1447,1030,1677,0.8040793538093567
car,1998,1379,2279,1580,0.8030343055725098
car,2186,1061,2383,1191,0.7930881381034851
car,1301,1334,1577,1601,0.7881312966346741
car,930,1852,1266,1995,0.7831450700759888
car,1546,1024,1725,1159,0.7784181237220764
car,375,1299,600,1525,0.7613370418548584
car,1604,879,1741,974,0.7473317384719849
car,2395,1388,2711,1577,0.7403537034988403
car,990,952,1146,1095,0.7349217534065247
car,2674,1891,2997,1994,0.703227162361145
car,426,840,567,961,0.6897807121276855
car,2322,1147,2543,1283,0.6796369552612305
car,2003,954,2175,1066,0.637412428855896
car,1819,1010,2011,1137,0.6286687850952148
car,1689,922,1843,1032,0.6036965847015381
car,2871,605,2963,673,0.6035866737365723
car,1393,920,1540,1050,0.6012293696403503
car,1966,1096,2186,1260,0.5781207084655762
car,743,1104,919,1266,0.5757070779800415
car,683,840,809,968,0.5517574548721313
car,390,986,541,1134,0.5344210267066956
truck,2650,1431,2997,1752,0.5306457877159119
car,715,1003,866,1144,0.5210404396057129
car,1892,869,2044,976,0.5154310464859009
car,542,728,642,808,0.4853004813194275
car,665,604,765,679,0.4645993113517761
car,940,824,1062,923,0.46419936418533325
car,733,716,836,812,0.46263474225997925
car,1341,823,1475,946,0.4423424005508423
car,1267,758,1383,876,0.43222513794898987
car,369,1100,521,1246,0.43150413036346436
car,2652,1432,2998,1752,0.3567847013473511
car,2757,552,2827,622,0.34852883219718933
car,1683,762,1787,841,0.3366105854511261
person,913,404,1591,1071,0.8708347082138062
person,1594,491,1826,1079,0.8626232147216797
person,422,628,792,1074,0.7244583964347839
person,815,490,1055,1044,0.7014123797416687
person,160,512,333,676,0.6734855771064758
person,521,427,899,1067,0.6467331051826477
person,1432,460,1645,874,0.6171502470970154
person,1734,346,1919,1071,0.6153552532196045
person,361,570,459,704,0.6060864329338074
person,1581,521,1663,642,0.5773865580558777
person,1758,548,1919,1072,0.4898451566696167
person,2,758,383,1074,0.43584856390953064
person,1260,506,1488,696,0.33476537466049194
person,842,489,1054,917,0.3259214460849762
person,746,514,900,699,0.3075798749923706
person,1260,506,1593,1039,0.30324244499206543
person,911,408,1593,1071,0.8861033916473389
person,1595,490,1823,1080,0.8192493915557861
person,1741,352,1919,1071,0.8069040179252625
person,429,633,803,1077,0.7369577884674072
person,161,513,334,679,0.698319673538208
person,2,646,469,1070,0.683046817779541
person,361,569,463,706,0.6471954584121704
person,846,491,1058,1005,0.6060639023780823
person,1582,520,1663,642,0.6014736890792847
person,1422,458,1643,929,0.5896633863449097
person,532,432,901,1067,0.547960638999939
person,682,479,904,1069,0.5412067174911499
person,1257,509,1449,693,0.3460592031478882
person,741,512,897,705,0.3266964256763458
person,1254,511,1585,988,0.30889615416526794
person,898,409,1596,1071,0.897532045841217
person,1737,351,1919,1072,0.838051974773407
person,1595,495,1818,1072,0.805953860282898
person,434,634,805,1077,0.7654213905334473
person,857,494,1058,943,0.6930021643638611
person,164,515,336,680,0.6767404079437256
person,1416,460,1645,910,0.6283270120620728
person,0,638,472,1072,0.6274170875549316
person,1584,521,1664,642,0.6036200523376465
person,363,568,465,706,0.5875206589698792
person,689,523,927,969,0.565706729888916
person,531,437,905,1068,0.5475382804870605
person,1250,506,1450,697,0.4783320128917694
cell phone,1736,869,1851,914,0.4321211874485016
person,866,512,946,680,0.3009795844554901
person,892,411,1601,1071,0.9111259579658508
person,1728,350,1919,1073,0.8131055235862732
person,1596,493,1817,1072,0.8021218776702881
person,437,650,809,1078,0.7667983770370483
person,165,516,338,680,0.7170817852020264
person,861,498,1060,942,0.7140491008758545
person,1414,460,1645,919,0.6392030119895935
person,1251,510,1449,699,0.6170926690101624
person,1586,519,1664,642,0.6052390933036804
person,366,568,470,713,0.5987849235534668
person,0,641,476,1073,0.5965231657028198
person,695,530,927,953,0.5661590099334717
person,463,446,911,1067,0.5190775394439697
person,732,511,902,711,0.37251245975494385
cell phone,1724,867,1838,916,0.31285858154296875
person,897,417,1600,1072,0.9052556157112122
person,1715,349,1919,1073,0.812597930431366
person,1597,492,1818,1072,0.8001859188079834
person,441,635,814,1078,0.7939640879631042
person,166,516,337,678,0.7279700636863708
person,861,502,1059,950,0.6921000480651855
person,0,626,482,1072,0.6318248510360718
person,1411,459,1641,1059,0.6145545244216919
person,1586,520,1664,642,0.589134156703949
person,544,449,913,1069,0.5750580430030823
person,1249,511,1451,702,0.5737980604171753
person,369,568,471,714,0.572490930557251
person,681,512,919,1080,0.4046528935432434
person,704,516,925,952,0.39951589703559875
person,734,510,904,716,0.3863014280796051
cell phone,1716,869,1827,910,0.3407304286956787
person,1412,460,1640,862,0.3015768229961395
person,904,425,1599,1071,0.9036678075790405
person,1702,345,1919,1073,0.8093055486679077
person,1598,492,1817,1073,0.7953077554702759
person,446,631,818,1078,0.7839023470878601
person,168,516,338,680,0.7396323680877686
person,858,504,1061,948,0.7005254030227661
person,1411,459,1641,1060,0.634227454662323
person,1585,521,1664,642,0.5973467826843262
person,541,453,916,1072,0.5907227396965027
person,370,567,477,716,0.5629529356956482
person,0,627,490,1071,0.4816294312477112
person,1248,509,1447,702,0.42137429118156433
person,710,509,926,945,0.38850098848342896
person,688,509,920,1070,0.31037941575050354
person,907,427,1598,1071,0.9053070545196533
person,1599,493,1820,1072,0.7929489016532898
person,442,613,822,1073,0.7872579097747803
person,1698,342,1919,1073,0.7863044738769531
person,166,517,341,683,0.7335708737373352
person,862,504,1060,941,0.7323331832885742
person,1410,460,1641,1058,0.6254726052284241
person,558,454,919,1068,0.6238065361976624
person,1585,522,1663,642,0.58122718334198
person,370,566,481,756,0.48535892367362976
person,716,508,924,934,0.3400923013687134
person,724,508,906,747,0.3018590211868286
person,0,620,489,1071,0.30176469683647156
person,905,430,1597,1071,0.9088579416275024
person,1690,338,1919,1074,0.8036529421806335
person,571,452,919,1070,0.7898910045623779
person,1600,493,1824,1072,0.7832064628601074
person,417,612,828,1072,0.7777129411697388
person,866,504,1060,939,0.7360581755638123
person,167,517,346,689,0.6488961577415466
person,1408,461,1641,1059,0.6470135450363159
person,1586,522,1662,642,0.5719692707061768
person,373,577,484,759,0.5581516623497009
person,721,512,892,772,0.429046094417572
cell phone,1685,851,1769,900,0.3651787042617798
person,1243,507,1550,820,0.32245907187461853
person,903,433,1595,1071,0.9097403287887573
person,1688,335,1919,1074,0.8122419118881226
person,1600,493,1827,1072,0.7992498874664307
person,574,450,921,1071,0.7936939001083374
person,415,610,831,1072,0.7906982898712158
person,863,500,1060,931,0.732273280620575
person,172,518,351,693,0.6757724285125732
person,1407,461,1641,1061,0.653057336807251
person,359,568,484,757,0.6219186186790466
person,1586,522,1662,642,0.5536253452301025
cell phone,1679,852,1755,896,0.47748035192489624
person,736,513,876,753,0.4593992829322815
person,807,534,913,706,0.3449564576148987
person,1239,500,1533,809,0.31099042296409607
person,1241,501,1420,706,0.30626651644706726
car,1642,678,1849,789,0.8241479396820068
car,1427,638,1574,729,0.7960092425346375
car,0,793,192,987,0.7771139144897461
car,1534,864,1827,1058,0.7726030349731445
car,330,556,450,654,0.754431426525116
car,405,433,498,502,0.7369288206100464
car,555,500,638,574,0.6558812260627747
car,1145,393,1195,428,0.5927241444587708
car,1234,581,1339,661,0.546691358089447
car,529,370,582,412,0.5144762992858887
car,1206,442,1264,485,0.5054092407226562
car,1299,522,1352,586,0.47570398449897766
car,636,336,680,383,0.47570356726646423
car,1297,591,1340,660,0.41253662109375
car,1061,386,1109,421,0.4049168825149536
motorcycle,361,763,417,885,0.3431514799594879
car,0,811,177,1013,0.8186922073364258
car,553,504,636,578,0.791866660118103
car,1515,852,1799,1036,0.7883248329162598
car,1632,675,1830,781,0.7694095373153687
car,1417,630,1563,726,0.7521162033081055
car,324,560,446,660,0.7292637825012207
car,399,436,492,504,0.6301640868186951
car,524,374,579,414,0.5335792899131775
car,1141,395,1193,427,0.53199702501297
car,1203,440,1261,482,0.49881744384765625
car,1299,520,1347,583,0.45778265595436096
car,1227,579,1336,657,0.4493456780910492
motorcycle,348,779,407,905,0.43595781922340393
car,1295,580,1336,650,0.4244662821292877
motorcycle,352,822,403,906,0.4030729830265045
car,0,712,51,837,0.39251554012298584
car,1063,383,1107,420,0.3866365849971771
car,634,336,677,384,0.38482317328453064
car,546,510,635,583,0.85433030128479
car,0,829,162,1034,0.8189201951026917
car,1499,838,1772,1015,0.8119732141494751
car,1624,669,1819,778,0.7773519158363342
car,313,566,439,669,0.7407426834106445
car,1410,626,1552,717,0.7325392961502075
car,394,440,486,513,0.6725285053253174
car,1140,389,1193,426,0.6113719940185547
car,522,380,576,417,0.5999038815498352
car,633,339,675,385,0.46370893716812134
car,1201,432,1261,478,0.45973479747772217
motorcycle,334,806,396,924,0.44508856534957886
car,1223,570,1327,651,0.44380098581314087
car,1298,515,1342,579,0.43214669823646545
motorcycle,341,830,394,926,0.41135677695274353
car,0,741,31,839,0.3547901213169098
car,1061,383,1107,418,0.30217263102531433
car,539,511,630,592,0.8695364594459534
car,0,846,148,1057,0.8435226082801819
car,1403,622,1542,711,0.8095768094062805
car,1482,822,1746,996,0.8013141751289368
car,1614,662,1799,766,0.7860155701637268
car,385,440,475,514,0.7763441801071167
car,301,574,434,676,0.7641576528549194
car,1140,387,1188,423,0.6384023427963257
car,631,340,673,386,0.5318540930747986
car,520,377,573,418,0.5157347321510315
car,1198,434,1259,480,0.4729854166507721
motorcycle,329,863,364,949,0.41956689953804016
car,1062,379,1107,418,0.41150668263435364
car,1299,520,1339,576,0.4014301896095276
motorcycle,326,850,381,947,0.39104798436164856
car,1019,337,1057,378,0.3162471652030945
car,1059,362,1107,417,0.3070931136608124
car,537,517,626,594,0.8586012721061707
car,1604,655,1783,760,0.8163307309150696
car,1468,811,1724,975,0.8113869428634644
car,375,447,471,521,0.7904862761497498
car,0,864,131,1076,0.7693486213684082
car,1399,617,1534,709,0.7556988000869751
car,293,578,427,683,0.7490875720977783
car,1139,390,1188,423,0.6856619715690613
car,1198,428,1253,476,0.5789069533348083
car,629,343,672,387,0.5185021162033081
car,516,379,571,418,0.5013687610626221
motorcycle,311,870,370,969,0.45157310366630554
car,1094,311,1130,345,0.3574102520942688
car,1056,338,1104,412,0.348062127828598
car,1019,335,1057,378,0.33667492866516113
car,1059,362,1107,415,0.30938079953193665
car,1452,795,1701,960,0.8206980228424072
car,533,518,623,602,0.7885310053825378
car,285,582,424,693,0.7720520496368408
car,369,450,466,524,0.7652496695518494
car,0,884,112,1067,0.7639486193656921
car,1589,650,1772,752,0.699431300163269
car,1385,612,1523,701,0.6424765586853027
car,1192,430,1252,474,0.6274163722991943
car,1138,386,1186,421,0.545977771282196
car,1058,372,1105,413,0.5264214277267456
car,513,381,567,419,0.47995832562446594
motorcycle,297,893,356,995,0.4041351079940796
car,1654,657,1771,751,0.4011044204235077
car,1212,561,1264,630,0.3567442297935486
car,627,350,670,388,0.3560011684894562
car,1018,337,1057,377,0.3066377639770508
car,1436,785,1676,940,0.8574059009552002
car,527,526,620,608,0.8030939102172852
car,0,900,94,1076,0.7899845838546753
car,361,452,459,530,0.7668449878692627
car,1380,606,1517,696,0.7595282196998596
car,276,589,416,700,0.7428907155990601
car,1584,649,1756,744,0.7178188562393188
car,1192,427,1251,472,0.6317367553710938
car,509,381,566,424,0.590541660785675
car,1139,383,1186,418,0.5219168663024902
motorcycle,281,906,343,1017,0.4028022289276123
car,1058,371,1104,412,0.3723810315132141
car,1215,557,1266,629,0.36217573285102844
car,1018,334,1058,377,0.3041587471961975
car,1426,771,1658,925,0.8386925458908081
car,524,528,618,615,0.8102068901062012
car,351,454,454,537,0.780295193195343
car,268,594,409,710,0.745431125164032
car,0,924,73,1077,0.741541862487793
car,1375,602,1504,684,0.716901957988739
car,1190,426,1247,469,0.6597182750701904
car,1568,642,1743,737,0.633116602897644
car,509,383,563,425,0.6217580437660217
car,1060,378,1104,411,0.5279523730278015
car,1139,386,1184,417,0.45820289850234985
motorcycle,266,928,333,1046,0.43861544132232666
car,1557,637,1732,730,0.7675566077232361
car,1413,760,1638,912,0.7599027156829834
car,345,460,446,542,0.7456030249595642
car,255,601,402,719,0.7287192344665527
car,520,532,616,617,0.7105690836906433
car,502,382,561,427,0.63896244764328
car,1366,596,1495,676,0.549633800983429
car,0,942,54,1079,0.5483749508857727
car,1058,365,1103,410,0.5452330112457275
car,1189,421,1244,468,0.5158988237380981
car,1138,382,1183,416,0.4340887665748596
person,1642,586,1686,641,0.332275927066803
car,1205,566,1266,617,0.3189212381839752
car,760,333,801,364,0.31804195046424866
car,1057,339,1098,390,0.31597810983657837
car,1551,632,1718,724,0.7750570774078369
car,1401,749,1617,894,0.7698001265525818
car,247,608,395,727,0.7572951316833496
car,516,541,612,628,0.7038512825965881
car,335,463,441,547,0.6842460632324219
car,1364,590,1487,670,0.6617329120635986
car,1188,425,1244,467,0.6522554755210876
car,502,385,558,428,0.5938020348548889
car,1058,370,1102,409,0.5113157629966736
car,1212,547,1266,614,0.44595783948898315
car,1139,382,1182,415,0.41544508934020996
car,1193,544,1266,611,0.3903147280216217
car,760,333,798,365,0.3436976671218872
car,512,548,610,636,0.8175231218338013
car,324,468,436,551,0.7810707688331604
car,1547,626,1704,717,0.7767723202705383
car,234,622,389,741,0.7667673826217651
car,1389,739,1600,880,0.7559191584587097
car,1362,586,1479,666,0.64918452501297
car,499,386,554,429,0.6215835213661194
car,1058,371,1102,408,0.577881395816803
car,1187,421,1244,465,0.5236687064170837
car,1138,381,1180,414,0.49090269207954407
car,757,333,797,366,0.4143049120903015
car,1193,539,1268,607,0.37996214628219604
car,504,552,604,640,0.8008456826210022
car,1377,727,1585,869,0.7830889821052551
car,223,624,382,750,0.7485097646713257
car,317,472,430,558,0.7443637251853943
car,1356,580,1473,657,0.7419127821922302
car,490,390,558,433,0.6668644547462463
car,1539,626,1697,712,0.6048815250396729
car,1187,535,1267,602,0.579363226890564
car,1871,968,1919,1069,0.5751835703849792
car,1057,357,1102,408,0.5705063343048096
car,1181,419,1241,463,0.49352824687957764
car,1135,379,1179,413,0.45223966240882874
car,758,332,797,366,0.3822168707847595
car,1056,341,1097,405,0.3635745048522949
car,1018,329,1057,373,0.31747689843177795
car,213,634,376,761,0.8001523613929749
car,1365,719,1566,857,0.7867810726165771
car,304,475,420,562,0.7652270793914795
car,500,558,600,651,0.7610742449760437
car,1349,577,1462,657,0.7582108974456787
car,1844,952,1919,1069,0.7005756497383118
car,1518,616,1683,713,0.6918841600418091
car,490,389,555,436,0.6864503026008606
car,1058,366,1102,407,0.5970746278762817
car,1185,535,1265,599,0.5890130996704102
car,1182,420,1236,459,0.494489461183548
car,755,332,796,367,0.42994725704193115
car,610,352,658,403,0.3972184360027313
car,1135,381,1180,412,0.39493680000305176
car,318,1585,644,1939,0.876661479473114
car,2636,1285,2921,1448,0.8677042722702026
car,2365,1657,2743,1891,0.8635472655296326
car,1765,1186,2023,1373,0.8469556570053101
car,1078,1152,1272,1318,0.8194292783737183
car,2194,1231,2460,1417,0.8081735372543335
car,772,1447,1030,1677,0.8040793538093567
car,1998,1379,2279,1580,0.8030343055725098
car,2186,1061,2383,1191,0.7930881381034851
car,1301,1334,1577,1601,0.7881312966346741
car,930,1852,1266,1995,0.7831450700759888
car,1546,1024,1725,1159,0.7784181237220764
car,375,1299,600,1525,0.7613370418548584
car,1604,879,1741,974,0.7473317384719849
car,2395,1388,2711,1577,0.7403537034988403
car,990,952,1146,1095,0.7349217534065247
car,2674,1891,2997,1994,0.703227162361145
car,426,840,567,961,0.6897807121276855
car,2322,1147,2543,1283,0.6796369552612305
car,2003,954,2175,1066,0.637412428855896
car,1819,1010,2011,1137,0.6286687850952148
car,1689,922,1843,1032,0.6036965847015381
car,2871,605,2963,673,0.6035866737365723
car,1393,920,1540,1050,0.6012293696403503
car,1966,1096,2186,1260,0.5781207084655762
car,743,1104,919,1266,0.5757070779800415
car,683,840,809,968,0.5517574548721313
car,390,986,541,1134,0.5344210267066956
truck,2650,1431,2997,1752,0.5306457877159119
car,715,1003,866,1144,0.5210404396057129
car,1892,869,2044,976,0.5154310464859009
car,542,728,642,808,0.4853004813194275
car,665,604,765,679,0.4645993113517761
car,940,824,1062,923,0.46419936418533325
car,733,716,836,812,0.46263474225997925
car,1341,823,1475,946,0.4423424005508423
car,1267,758,1383,876,0.43222513794898987
car,369,1100,521,1246,0.43150413036346436
car,2652,1432,2998,1752,0.3567847013473511
car,2757,552,2827,622,0.34852883219718933
car,1683,762,1787,841,0.3366105854511261
car,318,1585,644,1939,0.876661479473114
car,2636,1285,2921,1448,0.8677042722702026
car,2365,1657,2743,1891,0.8635472655296326
car,1765,1186,2023,1373,0.8469556570053101
car,1078,1152,1272,1318,0.8194292783737183
car,2194,1231,2460,1417,0.8081735372543335
car,772,1447,1030,1677,0.8040793538093567
car,1998,1379,2279,1580,0.8030343055725098
car,2186,1061,2383,1191,0.7930881381034851
car,1301,1334,1577,1601,0.7881312966346741
car,930,1852,1266,1995,0.7831450700759888
car,1546,1024,1725,1159,0.7784181237220764
car,375,1299,600,1525,0.7613370418548584
car,1604,879,1741,974,0.7473317384719849
car,2395,1388,2711,1577,0.7403537034988403
car,990,952,1146,1095,0.7349217534065247
car,2674,1891,2997,1994,0.703227162361145
car,426,840,567,961,0.6897807121276855
car,2322,1147,2543,1283,0.6796369552612305
car,2003,954,2175,1066,0.637412428855896
car,1819,1010,2011,1137,0.6286687850952148
car,1689,922,1843,1032,0.6036965847015381
car,2871,605,2963,673,0.6035866737365723
car,1393,920,1540,1050,0.6012293696403503
car,1966,1096,2186,1260,0.5781207084655762
car,743,1104,919,1266,0.5757070779800415
car,683,840,809,968,0.5517574548721313
car,390,986,541,1134,0.5344210267066956
truck,2650,1431,2997,1752,0.5306457877159119
car,715,1003,866,1144,0.5210404396057129
car,1892,869,2044,976,0.5154310464859009
car,542,728,642,808,0.4853004813194275
car,665,604,765,679,0.4645993113517761
car,940,824,1062,923,0.46419936418533325
car,733,716,836,812,0.46263474225997925
car,1341,823,1475,946,0.4423424005508423
car,1267,758,1383,876,0.43222513794898987
car,369,1100,521,1246,0.43150413036346436
car,2652,1432,2998,1752,0.3567847013473511
car,2757,552,2827,622,0.34852883219718933
car,1683,762,1787,841,0.3366105854511261
person,29,8,91,158,0.8847529292106628
person,175,73,251,178,0.8573682904243469
car,66,6,319,176,0.6596695780754089
person,364,178,754,793,0.8906266689300537
bicycle,817,315,930,388,0.8320239186286926
car,1035,267,1199,506,0.832006573677063
bicycle,165,513,974,794,0.8157932162284851
person,67,253,118,378,0.7808172702789307
car,137,250,476,398,0.7356041669845581
person,0,253,25,377,0.6161349415779114
backpack,290,465,392,656,0.5549809336662292
car,964,267,1184,399,0.5104271769523621
person,17,257,51,361,0.4791668951511383
person,841,266,912,374,0.4446410536766052
person,664,259,700,337,0.4151184856891632
traffic light,0,149,19,208,0.33716410398483276
person,661,263,688,334,0.316557914018631
person,20,0,442,464,0.785679280757904
cell phone,281,43,374,132,0.5567306876182556
bicycle,10,86,666,468,0.45329776406288147
person,364,178,754,793,0.8906266689300537
bicycle,817,315,930,388,0.8320239186286926
car,1035,267,1199,506,0.832006573677063
bicycle,165,513,974,794,0.8157932162284851
person,67,253,118,378,0.7808172702789307
car,137,250,476,398,0.7356041669845581
person,0,253,25,377,0.6161349415779114
backpack,290,465,392,656,0.5549809336662292
car,964,267,1184,399,0.5104271769523621
person,17,257,51,361,0.4791668951511383
person,841,266,912,374,0.4446410536766052
person,664,259,700,337,0.4151184856891632
traffic light,0,149,19,208,0.33716410398483276
person,661,263,688,334,0.316557914018631
person,364,178,754,793,0.8906266689300537
bicycle,817,315,930,388,0.8320239186286926
car,1035,267,1199,506,0.832006573677063
bicycle,165,513,974,794,0.8157932162284851
person,67,253,118,378,0.7808172702789307
car,137,250,476,398,0.7356041669845581
person,0,253,25,377,0.6161349415779114
backpack,290,465,392,656,0.5549809336662292
car,964,267,1184,399,0.5104271769523621
person,17,257,51,361,0.4791668951511383
person,841,266,912,374,0.4446410536766052
person,664,259,700,337,0.4151184856891632
traffic light,0,149,19,208,0.33716410398483276
person,661,263,688,334,0.316557914018631
person,20,0,442,464,0.785679280757904
cell phone,281,43,374,132,0.5567306876182556
bicycle,10,86,666,468,0.45329776406288147
car,318,1585,644,1939,0.876661479473114
car,2636,1285,2921,1448,0.8677042722702026
car,2365,1657,2743,1891,0.8635472655296326
car,1765,1186,2023,1373,0.8469556570053101
car,1078,1152,1272,1318,0.8194292783737183
car,2194,1231,2460,1417,0.8081735372543335
car,772,1447,1030,1677,0.8040793538093567
car,1998,1379,2279,1580,0.8030343055725098
car,2186,1061,2383,1191,0.7930881381034851
car,1301,1334,1577,1601,0.7881312966346741
car,930,1852,1266,1995,0.7831450700759888
car,1546,1024,1725,1159,0.7784181237220764
car,375,1299,600,1525,0.7613370418548584
car,1604,879,1741,974,0.7473317384719849
car,2395,1388,2711,1577,0.7403537034988403
car,990,952,1146,1095,0.7349217534065247
car,2674,1891,2997,1994,0.703227162361145
car,426,840,567,961,0.6897807121276855
car,2322,1147,2543,1283,0.6796369552612305
car,2003,954,2175,1066,0.637412428855896
car,1819,1010,2011,1137,0.6286687850952148
car,1689,922,1843,1032,0.6036965847015381
car,2871,605,2963,673,0.6035866737365723
car,1393,920,1540,1050,0.6012293696403503
car,1966,1096,2186,1260,0.5781207084655762
car,743,1104,919,1266,0.5757070779800415
car,683,840,809,968,0.5517574548721313
car,390,986,541,1134,0.5344210267066956
truck,2650,1431,2997,1752,0.5306457877159119
car,715,1003,866,1144,0.5210404396057129
car,1892,869,2044,976,0.5154310464859009
car,542,728,642,808,0.4853004813194275
car,665,604,765,679,0.4645993113517761
car,940,824,1062,923,0.46419936418533325
car,733,716,836,812,0.46263474225997925
car,1341,823,1475,946,0.4423424005508423
car,1267,758,1383,876,0.43222513794898987
car,369,1100,521,1246,0.43150413036346436
car,2652,1432,2998,1752,0.3567847013473511
car,2757,552,2827,622,0.34852883219718933
car,1683,762,1787,841,0.3366105854511261
dog,51,64,123,169,0.9037986397743225
person,122,62,234,165,0.8512802720069885
person,1033,517,1140,827,0.862686812877655
dog,1088,749,1264,856,0.8247002959251404
person,902,549,1001,808,0.7829312682151794
dog,714,690,977,842,0.3209936022758484
person,1033,517,1141,827,0.8464418649673462
dog,1088,748,1264,856,0.8419522047042847
person,902,550,1003,808,0.7683148980140686
dog,1090,747,1265,857,0.8819440007209778
person,1037,518,1142,827,0.8584319949150085
person,903,552,1004,809,0.79915851354599
person,1576,559,1664,759,0.39589813351631165
dog,1089,748,1265,856,0.8792570233345032
person,1037,517,1143,826,0.8757882118225098
person,903,555,1008,809,0.8148780465126038
person,1579,562,1668,759,0.5291122794151306
dog,1089,747,1266,855,0.8825777173042297
person,1034,516,1144,826,0.8757185935974121
person,904,556,1007,808,0.8147428035736084
person,1579,561,1669,758,0.5933466553688049
person,1038,515,1145,826,0.8729538321495056
dog,1088,744,1267,856,0.8545957207679749
person,904,557,1009,808,0.8478842377662659
person,1582,560,1672,759,0.5295363664627075
person,1038,515,1145,826,0.8706746697425842
person,904,558,1010,807,0.8477804660797119
dog,1089,745,1267,856,0.8326417207717896
person,1582,558,1672,755,0.4794299006462097
person,1038,515,1145,827,0.8740728497505188
person,904,558,1011,807,0.845238208770752
dog,1088,745,1268,856,0.8284983038902283
person,1582,560,1672,760,0.4971698820590973
person,1038,514,1145,827,0.8772846460342407
dog,1089,744,1268,856,0.8327491879463196
person,905,557,1012,805,0.828247606754303
person,1585,561,1674,760,0.31282657384872437
person,1038,514,1145,827,0.8784147500991821
dog,1088,743,1268,856,0.8336958289146423
person,905,558,1013,804,0.8133886456489563
person,1582,556,1675,800,0.3299074172973633
person,1038,513,1145,827,0.8737133741378784
dog,1088,745,1268,856,0.8256388306617737
person,904,558,1015,804,0.800299882888794
person,1039,513,1145,827,0.8707396388053894
person,904,558,1016,804,0.8131996393203735
dog,1088,744,1268,856,0.8002969026565552
person,1587,556,1678,765,0.3420490622520447
person,1039,513,1145,826,0.8683743476867676
person,903,558,1016,802,0.8278300762176514
